Nr,X1,Y1,X2,Y2
1888,650372.63135,422187.600351,650367.67323,422186.954556
1889,650370.634096,422124.537137,650375.592569,422125.18021
1890,650380.463555,422125.76366,650375.505435,422125.117865
1891,650378.586256,422062.054394,650383.544729,422062.697467
1892,650388.917541,422063.307147,650383.95935,422062.661904
1893,650386.551615,421999.730933,650391.509822,422000.376054
1894,650396.747583,422001.062761,650391.789392,422000.417518
1895,650395.087145,421937.114059,650400.045352,421937.759179
1896,650405.151382,421938.493821,650400.193191,421937.848578
1897,650403.063235,421874.697171,650408.021442,421875.342292
1898,650413.350169,421875.787047,650408.392223,421875.139923
1899,650428.749688,421754.656395,650423.791742,421754.009271
1900,650419.139896,421750.426108,650424.098103,421751.071228
1901,650436.329581,421699.242144,650431.371635,421698.595021
1902,650427.08609,421689.090553,650432.047469,421689.710812
1903,650434.817956,421626.601998,650439.776223,421627.246662
1904,650449.727969,421595.215543,650444.770172,421594.56728
1905,650442.561254,421568.398359,650447.51952,421569.043024
1906,650443.105533,421565.589725,650448.0638,421566.234388
1907,650456.76925,421540.642313,650451.811452,421539.994051
1908,650450.596383,421507.112175,650455.55465,421507.756839
1909,650451.043656,421504.323923,650456.001923,421504.968587
1910,650464.079888,421486.332954,650459.122042,421485.685063
1911,650458.55063,421445.70624,650463.508291,421446.355544
1912,650471.828385,421426.713821,650466.870539,421426.065931
1913,650465.696183,421384.609789,650470.653844,421385.259092
1914,650478.826807,421372.238505,650473.868597,421371.593402
1915,650470.180829,421348.54007,650475.139127,421349.18449
1916,650471.853274,421335.385801,650476.811572,421336.030223
1917,650481.807917,421349.500266,650476.849708,421348.855162
1918,650490.059255,421295.982369,650485.103134,421295.32141
1921,650479.319704,421285.743109,650484.278002,421286.38753
1933,650514.444195,421153.051297,650509.490306,421152.373811
1934,650519.939166,421113.55383,650514.981426,421112.905129
1935,650512.800484,421112.363802,650507.842301,421111.718493
1936,650501.952428,421111.426096,650506.916413,421112.025137
1937,650492.248886,421110.874968,650497.242177,421111.133891
1938,650493.752663,421084.04704,650498.740143,421084.400659
1939,650515.627275,421091.010522,650510.669092,421090.365213
1940,650496.741693,421052.187868,650501.707055,421052.775389
1941,650508.026118,421053.51554,650513.006296,421053.960315
1942,650521.639018,421054.290334,650526.595488,421054.948666
1943,650519.837017,421059.122047,650514.878932,421058.475985
1944,650522.5981,421037.110067,650517.640016,421036.464003
1945,650535.895083,420995.881528,650530.938613,420995.223195
1946,650504.74238,420990.326854,650509.70102,420990.968641
1947,650523.685109,420981.69356,650528.643194,420982.339623
1948,650513.536954,420991.396137,650518.514907,420991.865161
1949,650542.807082,420937.144287,650537.847318,420936.511248
1950,650525.532841,420930.42688,650520.55431,420929.964033
1951,650530.889284,420926.811285,650535.847547,420927.45598
1952,650512.299762,420931.762468,650517.25625,420932.420667
1953,650520.560945,420868.622376,650525.518523,420869.272314
1954,650532.540127,420867.850157,650527.57728,420867.24176
1955,650538.156703,420871.441139,650543.114966,420872.085834
1956,650551.121919,420873.415302,650546.162154,420872.782265
1957,650559.584306,420808.773571,650554.627158,420808.120363
1958,650552.083594,420808.023137,650547.125331,420807.378444
1959,650540.433747,420806.426917,650535.475061,420805.78549
1960,650528.659273,420804.929587,650533.616836,420805.579642
1981,650603.486287,420427.261251,650608.443646,420427.912859
1982,650595.947649,420426.13104,650600.906187,420426.773615
1983,650589.51246,420430.502581,650584.561423,420429.804558
1984,650578.57907,420424.131146,650583.539104,420424.76207
1985,650599.052772,420404.57162,650604.01131,420405.214195
1986,650603.178157,420372.728332,650608.136695,420373.370907
1987,650597.034265,420377.985502,650592.083228,420377.28748
1988,650585.835242,420368.797817,650590.792182,420369.452607
1989,650610.130643,420367.564267,650605.172105,420366.921692
1990,650606.095007,420350.811633,650611.053088,420351.457723
1991,650604.512797,420326.626864,650599.56176,420325.928842
1992,650592.812232,420315.177478,650597.74945,420315.967335
1993,650607.778067,420303.890003,650602.828974,420303.178333
1994,650612.564408,420300.745699,650617.522489,420301.391789
1995,650625.477611,420304.723289,650620.506596,420304.185697
1996,650597.579385,420288.860777,650602.481911,420289.843243
1997,650612.460974,420272.327869,650607.511881,420271.616197
2000,650615.582307,420249.361095,650610.633488,420248.647521
2001,650619.734812,420244.890575,650624.692985,420245.535956
2002,650621.749824,420215.721045,650616.799731,420215.016363
2003,650622.082147,420217.815787,650627.04032,420218.461169
2004,650633.393495,420186.038429,650628.435322,420185.393048
2005,650618.879782,420184.006771,650623.829875,420184.711455
2006,650641.077455,420126.98944,650636.110536,420126.415228
2007,650626.912075,420125.063439,650631.864277,420125.753143
2008,650634.720868,420068.630304,650639.689925,420069.185709
2009,650647.954917,420066.975177,650642.980008,420066.474901
2010,650641.113528,420011.972503,650646.082585,420012.527909
2011,650653.425069,420007.228851,650648.4428,420006.808137
2012,650646.45859,419955.304843,650651.438634,419955.75112
2013,650658.051683,419947.692799,650653.06482,419947.330587
2014,650662.399779,419888.013911,650657.412916,419887.651698
2015,650701.876049,433635.154141,650696.908753,433635.725082
2016,650527.092568,432223.413283,650532.058818,432222.833316
2017,650536.983076,432222.248852,650532.016801,432222.828601
